iter	Logloss
0	0.6624138216
1	0.632924754
2	0.6142274743
3	0.5886399007
4	0.5633522602
5	0.549600612
6	0.5241372136
7	0.5074980877
8	0.4850779709
9	0.4634649728
10	0.4422884757
11	0.42760455
12	0.4134971117
13	0.3969385104
14	0.3841668621
15	0.3682619145
16	0.3534831707
17	0.3381853708
18	0.328421232
19	0.3144177148
20	0.3010217667
21	0.2883129364
22	0.2771139828
23	0.2678688082
24	0.2560708347
25	0.2457207015
26	0.2388627864
27	0.2320254882
28	0.2245700824
29	0.2162536823
30	0.2113279033
31	0.2028546297
32	0.1985041087
33	0.1912459462
34	0.184626333
35	0.1792263139
36	0.1737890655
37	0.1693230193
38	0.1639062879
39	0.1581573184
40	0.1529399079
41	0.1478807071
42	0.1430101296
43	0.1381789119
44	0.1340074139
45	0.1293302454
46	0.1252364644
47	0.1213145175
48	0.1183658326
49	0.1147060911
50	0.1109165526
51	0.1087253305
52	0.1065013898
53	0.10368163
54	0.1002333969
55	0.09691989139
56	0.09548319432
57	0.09349735303
58	0.09096940328
59	0.0884338185
60	0.08602147756
61	0.08427345483
62	0.08205817574
63	0.07945744943
64	0.07736822207
65	0.07525180175
66	0.07319291974
67	0.07139807271
68	0.06968539447
69	0.06800327369
70	0.06636887921
71	0.06466764146
72	0.06310275738
73	0.06176514394
74	0.06025190097
75	0.05885453777
76	0.05800812598
77	0.0566446157
78	0.05548817805
79	0.05455539417
80	0.05379314753
81	0.05315194871
82	0.05238764491
83	0.05135056099
84	0.05031104752
85	0.0497388933
86	0.04903997709
87	0.0485465187
88	0.04754047136
89	0.04675240361
90	0.04588809091
91	0.04539957605
92	0.0447809412
93	0.04404162342
94	0.0435055054
95	0.0426627594
96	0.04183319264
97	0.04107456252
98	0.0404900804
99	0.03996596927
100	0.03943526366
101	0.03902935921
102	0.03838816148
103	0.03778437064
104	0.03711230745
105	0.03649382936
106	0.03611233986
107	0.03551565802
108	0.0348761998
109	0.03438036983
110	0.03385081527
111	0.03329997261
112	0.03305992259
113	0.03280943107
114	0.03220012671
115	0.03204582005
116	0.0315310232
117	0.03133158859
118	0.03095969404
119	0.03073155269
120	0.03033673245
121	0.03013526934
122	0.02963051121
123	0.02942120962
124	0.02900750243
125	0.02858699341
126	0.02845679679
127	0.028124443
128	0.02768774443
129	0.02725658283
130	0.02705589733
131	0.02693959587
132	0.02660091116
133	0.02647937607
134	0.02633295549
135	0.02619061114
136	0.02591626274
137	0.02562143833
138	0.02547647291
139	0.02511545983
140	0.02482698045
141	0.02469069332
142	0.02450611198
143	0.02425070459
144	0.02391353047
145	0.02368675255
146	0.02341923302
147	0.02333247158
148	0.02328026836
149	0.02309434262
150	0.02279163132
151	0.02247226279
152	0.0223188214
153	0.02196276956
154	0.02171578787
155	0.02160431691
156	0.02144769276
157	0.02133399281
158	0.02110149305
159	0.02097549962
160	0.02092762017
161	0.02087478099
162	0.02074584589
163	0.02059114597
164	0.02037035504
165	0.02024625272
166	0.01996910823
167	0.0197867799
168	0.01971723468
169	0.01950309049
170	0.01939121665
171	0.0193278528
172	0.01925869586
173	0.01918397787
174	0.01900063188
175	0.01895385846
176	0.01886401445
177	0.01876820295
178	0.0186950423
179	0.0186308403
180	0.01851975681
181	0.01846723742
182	0.01825859272
183	0.01820779704
184	0.01816298075
185	0.01809148993
186	0.01804422813
187	0.01799383335
188	0.01791446589
189	0.01783976267
190	0.01777322843
191	0.01764637489
192	0.0176108677
193	0.01753182661
194	0.01733370141
195	0.01728509613
196	0.01723932857
197	0.01718760041
198	0.01713103305
199	0.01696977421
200	0.01690029709
201	0.01675723533
202	0.01670172011
203	0.01665191072
204	0.01662226295
205	0.01652395274
206	0.01646723454
207	0.01640959068
208	0.01629329589
209	0.01623409408
210	0.01619271144
211	0.0160314078
212	0.01600158311
213	0.01593055651
214	0.01586441667
215	0.01578024664
216	0.01563646369
217	0.01550104179
218	0.01544730088
219	0.01541672321
220	0.01537035502
221	0.01526957105
222	0.01517316307
223	0.01513896292
224	0.01507346153
225	0.01495481049
226	0.01492754726
227	0.01489729763
228	0.01479227587
229	0.01469349292
230	0.01461806392
231	0.01457613854
232	0.014458481
233	0.01442928155
234	0.0143956863
235	0.01429107234
236	0.01425370178
237	0.01421682516
238	0.01419142724
239	0.01416623957
240	0.01406551317
241	0.01401305989
242	0.01397069206
243	0.01392083515
244	0.01387631395
245	0.01382998945
246	0.01373821054
247	0.01368990711
248	0.01361962665
249	0.0135887296
250	0.01356587751
251	0.0135367597
